lapCount,lapTime ms,lapTime str,distance,speed,throttle,brake,gear,RPM,steer,x,y,z,description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2382594,39:42.6,0.15740039944648743,78.47283172607422,0.11180923134088516,0,3,5113.022949,2.6532769203186035,1241.706055,19.479169845581055,2599.642578,right start,,1,2383958,39:44.0,0.5525323152542114,84.34944152832031,0.250980407,0,3,5552.745117,-2.763960838,1247.9974365234375,18.459747314453125,2629.545898,end,,,,,,,,,,,,,,,,,,,,,
1,2395130,39:55.1,0.5534695982933044,100.59097290039062,0.13333334028720856,0,4,4544,-8.0078125,1330.226806640625,8.289437294006348,2923.378418,left start,,1,2396557,39:56.6,0.15855371952056885,101.43527221679688,0.1411764770746231,0,4,4584.41748,0.14236703515052795,1345.7332763671875,7.1739301681518555,2960.290527,end Curve,,,,,,,,,,,,,,,,,,,,,
1,2402309,40:02.3,0.1590760499238968,102.2277603149414,0,0,4,4601.666016,2.920025110244751,1429.8751220703125,5.6053314208984375,3107.911376953125,right start,,1,2403013,40:03.0,0.5541819334030151,100.35541534423828,0,0,4,4520,-11.875,1441.140625,5.539744853973389,3124.200927734375,end Curve,,,,,,,,,,,,,,,,,,,,,
1,2413246,40:13.2,0.5551047921180725,111.40298461914062,0,0,4,5013.10498,-0.944824219,1679.990234,0.5293374061584473,3301.421387,right start,,1,2415093,40:15.1,0.5552788376808167,108.33074188232422,0,0,4,4876,-3.509765625,1727.914551,-1.673340678,3330.987060546875,end,,,,,,,,,,,,,,,,,,,,,
1,2422488,40:22.5,0.5559324026107788,97.84121704101562,0,0,4,4408,-4.225883007,1912.1226806640625,-9.862102509,3434.572266,left start,,1,2424927,40:24.9,0.5561347603797913,98.16333008,0.29019609093666077,0,4,4468,3.3856000900268555,1970.039306640625,-10.91736603,3464.989258,end,,,,,,,,,,,,,,,,,,,,,
1,2435718,40:35.7,0.556959331,100.46308135986328,0.3418548107147217,0,3,6638.616211,-0.943040013,2202.209716796875,-6.547016144,3596.148438,right start,,1,2436967,40:37.0,0.5570707321166992,107.08648681640625,0.250980407,0,4,4864,-2.494092703,2232.651367,-6.767605305,3615.570068359375,end,,,,,,,,,,,,,,,,,,,,,
1,2453591,40:53.6,0.558457613,59.573848724365234,0.009750518,0,3,3878,-8.572236061,2623.188720703125,-8.500488281,3835.656494140625,left start,,1,2455768,40:55.8,0.5585819482803345,78.98155212402344,0.40392157435417175,0,3,5267.831055,0.899902344,2659.143310546875,-8.629174232,3853.623535,end,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2953244,49:13.2,0.5243632197380066,56.53859329223633,0.20000000298023224,0,3,3707.178223,7.784491539001465,5176.306641,10.27457332611084,-4350.165039,right start,,1,2954939,49:14.9,0.5244534015655518,68.70349121,0.36470589,0,3,4574.793945,-3.607209444,5149.893066,9.587908744812012,-4338.678223,end Curve,,,,,,,,,,,,,,,,,,,,,
1,2962949,49:22.9,0.525038481,95.54960632324219,0.1821911484003067,0,3,6249.504883,-6.34375,4988.865723,5.225844383239746,-4245.225098,left start,,1,2964057,49:24.1,0.5251297950744629,92.73527526855469,0,0,3,6018.179199,7.421875,4965.367676,4.914743900299072,-4227.95459,end Curve,,,,,,,,,,,,,,,,,,,,,
1,2975417,49:35.4,0.5259273648262024,85.23373413085938,0,0,3,5533.083984,0.7347166538238525,4752.962402,4.676092147827148,-4088.112549,right start,,1,2976592,49:36.6,0.526012123,81.66983032226562,0.12156862765550613,0,3,5324,-5.389731407,4729.374512,4.722659587860107,-4074.690918,end,,,,,,,,,,,,,,,,,,,,,
